Restaurant,Cuisine,Price_4_two,Star_Rating,Location,Dish_Price,consumer_Rating,Dish_Name,Dish_Category,Link,price_for_two
7 Plates, Chinese,-0.2598824741410483,4.3,Indiranagar,3100.0,500,Chicken Ghee Roast,Unknown,https://www.swiggy.com/restaurants/7-plates-benson-cross-road-frazer-town-bangalore-37027,350
7 Plates, North Indian,-0.2598824741410483,4.3,Indiranagar,3100.0,500,Chicken Ghee Roast,Unknown,https://www.swiggy.com/restaurants/7-plates-benson-cross-road-frazer-town-bangalore-37027,350
7 Plates,Biryani,-0.2598824741410483,4.3,"K G CIRCLE,  MAJESTIC",205.0,500,"9"" Vegetariana Farm House Pizza",Recommended (7),https://www.swiggy.com/restaurants/7-plates-benson-cross-road-frazer-town-bangalore-37027,350
7 Plates, Chinese,-0.2598824741410483,4.3,"K G CIRCLE,  MAJESTIC",205.0,500,"9"" Vegetariana Farm House Pizza",Recommended (7),https://www.swiggy.com/restaurants/7-plates-benson-cross-road-frazer-town-bangalore-37027,350
7 Plates, North Indian,-0.2598824741410483,4.3,"K G CIRCLE,  MAJESTIC",205.0,500,"9"" Vegetariana Farm House Pizza",Recommended (7),https://www.swiggy.com/restaurants/7-plates-benson-cross-road-frazer-town-bangalore-37027,350
99 VARIETY AND DOSA & PAV BHAJI,Chaat,0.6440754486133252,3.7,Malleshwaram,72.0,10,Classic Family Feast for 4- Chicken,Recommended (21),https://www.swiggy.com/restaurants/99-variety-and-dosa-and-pav-bhaji-avs-layout-koramangala-bangalore-156610,600
99 VARIETY AND DOSA & PAV BHAJI,Chaat,0.6440754486133252,3.7,MG Road,544.0,100,Aloo Paratha,Unknown,https://www.swiggy.com/restaurants/99-variety-and-dosa-and-pav-bhaji-avs-layout-koramangala-bangalore-156610,600
A2B - Adyar Ananda Bhavan,South Indian,-0.440674058691923,4.4,Basavanagudi,1405.0,100,Mutton Chicken Mix Mandi,Veg Starters (11),https://www.swiggy.com/restaurants/a2b-adyar-ananda-bhavan-wilson-garden-shanti-nagar-bangalore-12808,300
A2B - Adyar Ananda Bhavan, North Indian,-0.440674058691923,4.4,Basavanagudi,1405.0,100,Mutton Chicken Mix Mandi,Veg Starters (11),https://www.swiggy.com/restaurants/a2b-adyar-ananda-bhavan-wilson-garden-shanti-nagar-bangalore-12808,300
A2B - Adyar Ananda Bhavan, Sweets,-0.440674058691923,4.4,Basavanagudi,1405.0,100,Mutton Chicken Mix Mandi,Veg Starters (11),https://www.swiggy.com/restaurants/a2b-adyar-ananda-bhavan-wilson-garden-shanti-nagar-bangalore-12808,300
A2B - Adyar Ananda Bhavan, Chinese,-0.440674058691923,4.4,Basavanagudi,1405.0,100,Mutton Chicken Mix Mandi,Veg Starters (11),https://www.swiggy.com/restaurants/a2b-adyar-ananda-bhavan-wilson-garden-shanti-nagar-bangalore-12808,300
A2B - Adyar Ananda Bhavan,South Indian,-0.440674058691923,4.4,Whitefield,90.0,100,Veg Pulao,Unknown,https://www.swiggy.com/restaurants/a2b-adyar-ananda-bhavan-wilson-garden-shanti-nagar-bangalore-12808,300
A2B - Adyar Ananda Bhavan, North Indian,-0.440674058691923,4.4,Whitefield,90.0,100,Veg Pulao,Unknown,https://www.swiggy.com/restaurants/a2b-adyar-ananda-bhavan-wilson-garden-shanti-nagar-bangalore-12808,300
A2B - Adyar Ananda Bhavan, Sweets,-0.440674058691923,4.4,Whitefield,90.0,100,Veg Pulao,Unknown,https://www.swiggy.com/restaurants/a2b-adyar-ananda-bhavan-wilson-garden-shanti-nagar-bangalore-12808,300
A2B - Adyar Ananda Bhavan, Chinese,-0.440674058691923,4.4,Whitefield,90.0,100,Veg Pulao,Unknown,https://www.swiggy.com/restaurants/a2b-adyar-ananda-bhavan-wilson-garden-shanti-nagar-bangalore-12808,300
ABC Kolkata kitchen,Indian,-0.6214656432427976,3.4,Domlur,150.0,10,Veg Baked Chocolate Cheese Cake,Recommended (11),https://www.swiggy.com/restaurants/abc-kolkata-kitchen-markham-road-brigade-road-bangalore-303933,250
ABC Kolkata kitchen, Chinese,-0.6214656432427976,3.4,Domlur,150.0,10,Veg Baked Chocolate Cheese Cake,Recommended (11),https://www.swiggy.com/restaurants/abc-kolkata-kitchen-markham-road-brigade-road-bangalore-303933,250
ABC Kolkata kitchen, Seafood,-0.6214656432427976,3.4,Domlur,150.0,10,Veg Baked Chocolate Cheese Cake,Recommended (11),https://www.swiggy.com/restaurants/abc-kolkata-kitchen-markham-road-brigade-road-bangalore-303933,250
ABC Kolkata kitchen, Kebabs,-0.6214656432427976,3.4,Domlur,150.0,10,Veg Baked Chocolate Cheese Cake,Recommended (11),https://www.swiggy.com/restaurants/abc-kolkata-kitchen-markham-road-brigade-road-bangalore-303933,250
ABC Kolkata kitchen, Snacks,-0.6214656432427976,3.4,Domlur,150.0,10,Veg Baked Chocolate Cheese Cake,Recommended (11),https://www.swiggy.com/restaurants/abc-kolkata-kitchen-markham-road-brigade-road-bangalore-303933,250
ABC Kolkata kitchen,Indian,-0.6214656432427976,3.4,Koramangala,30.0,10000,Chicken Tikka Boneless (10pcs),Unknown,https://www.swiggy.com/restaurants/abc-kolkata-kitchen-markham-road-brigade-road-bangalore-303933,250
ABC Kolkata kitchen, Chinese,-0.6214656432427976,3.4,Koramangala,30.0,10000,Chicken Tikka Boneless (10pcs),Unknown,https://www.swiggy.com/restaurants/abc-kolkata-kitchen-markham-road-brigade-road-bangalore-303933,250
ABC Kolkata kitchen, Seafood,-0.6214656432427976,3.4,Koramangala,30.0,10000,Chicken Tikka Boneless (10pcs),Unknown,https://www.swiggy.com/restaurants/abc-kolkata-kitchen-markham-road-brigade-road-bangalore-303933,250
ABC Kolkata kitchen, Kebabs,-0.6214656432427976,3.4,Koramangala,30.0,10000,Chicken Tikka Boneless (10pcs),Unknown,https://www.swiggy.com/restaurants/abc-kolkata-kitchen-markham-road-brigade-road-bangalore-303933,250
ABC Kolkata kitchen, Snacks,-0.6214656432427976,3.4,Koramangala,30.0,10000,Chicken Tikka Boneless (10pcs),Unknown,https://www.swiggy.com/restaurants/abc-kolkata-kitchen-markham-road-brigade-road-bangalore-303933,250
ABC Kolkata kitchen,Indian,-0.6214656432427976,3.4,Vasanth Nagar,349.0,100,Red Velvet Milkshake,Unknown,https://www.swiggy.com/restaurants/abc-kolkata-kitchen-markham-road-brigade-road-bangalore-303933,250
ABC Kolkata kitchen, Chinese,-0.6214656432427976,3.4,Vasanth Nagar,349.0,100,Red Velvet Milkshake,Unknown,https://www.swiggy.com/restaurants/abc-kolkata-kitchen-markham-road-brigade-road-bangalore-303933,250
ABC Kolkata kitchen, Seafood,-0.6214656432427976,3.4,Vasanth Nagar,349.0,100,Red Velvet Milkshake,Unknown,https://www.swiggy.com/restaurants/abc-kolkata-kitchen-markham-road-brigade-road-bangalore-303933,250
ABC Kolkata kitchen, Kebabs,-0.6214656432427976,3.4,Vasanth Nagar,349.0,100,Red Velvet Milkshake,Unknown,https://www.swiggy.com/restaurants/abc-kolkata-kitchen-markham-road-brigade-road-bangalore-303933,250
ABC Kolkata kitchen, Snacks,-0.6214656432427976,3.4,Vasanth Nagar,349.0,100,Red Velvet Milkshake,Unknown,https://www.swiggy.com/restaurants/abc-kolkata-kitchen-markham-road-brigade-road-bangalore-303933,250
ADIL BIRYANI HOUSE,Biryani,-0.8022572277936724,3.5,Shantinagar,160.0,1000,Chicken Pepper Lemon Soup,Unknown,https://www.swiggy.com/restaurants/adil-biryani-house-5th-block-koramangala-bangalore-557828,200
ADIL BIRYANI HOUSE, Hyderabadi,-0.8022572277936724,3.5,Shantinagar,160.0,1000,Chicken Pepper Lemon Soup,Unknown,https://www.swiggy.com/restaurants/adil-biryani-house-5th-block-koramangala-bangalore-557828,200
AMMAN PAROTTA PLAZA,South Indian,-0.440674058691923,3.8,Shanti Nagar,70.0,100,Schezwan Chicken Fried Rice,Recommended (21),https://www.swiggy.com/restaurants/amman-parotta-plaza-srirampuram-rajajinagar-bangalore-554053,300
AMMAN PAROTTA PLAZA,South Indian,-0.440674058691923,3.8,MG Road,153.0,50,Pepper Chicken Dry,Unknown,https://www.swiggy.com/restaurants/amman-parotta-plaza-srirampuram-rajajinagar-bangalore-554053,300
ARMANI KITCHEN,Chinese,-0.440674058691923,3.9,Basavanagudi,235.0,10000,Matter Paneer Bhuji (250 Ml)+3 Pcs Butter Partha+ Salad+ Lasun Chutney,Recommended (9),https://www.swiggy.com/restaurants/armani-kitchen-rahamath-nagar-rt-nagar-bangalore-359557,300
ARMANI KITCHEN, Indian,-0.440674058691923,3.9,Basavanagudi,235.0,10000,Matter Paneer Bhuji (250 Ml)+3 Pcs Butter Partha+ Salad+ Lasun Chutney,Recommended (9),https://www.swiggy.com/restaurants/armani-kitchen-rahamath-nagar-rt-nagar-bangalore-359557,300
ARMANI KITCHEN, Tandoor,-0.440674058691923,3.9,Basavanagudi,235.0,10000,Matter Paneer Bhuji (250 Ml)+3 Pcs Butter Partha+ Salad+ Lasun Chutney,Recommended (9),https://www.swiggy.com/restaurants/armani-kitchen-rahamath-nagar-rt-nagar-bangalore-359557,300
ASEAN - On The Edge,Asian,2.0904081250203226,4.3,Indiranagar,195.0,1000,Chicken In Hot Garlic Sauce + Veg Fried Rice,Unknown,https://www.swiggy.com/restaurants/asean-on-the-edge-mg-road-ashok-nagar-bangalore-231617,1000
ASEAN - On The Edge, Thai,2.0904081250203226,4.3,Indiranagar,195.0,1000,Chicken In Hot Garlic Sauce + Veg Fried Rice,Unknown,https://www.swiggy.com/restaurants/asean-on-the-edge-mg-road-ashok-nagar-bangalore-231617,1000
ASEAN - On The Edge, Burmese,2.0904081250203226,4.3,Indiranagar,195.0,1000,Chicken In Hot Garlic Sauce + Veg Fried Rice,Unknown,https://www.swiggy.com/restaurants/asean-on-the-edge-mg-road-ashok-nagar-bangalore-231617,1000
ASEAN - On The Edge, Vietnamese,2.0904081250203226,4.3,Indiranagar,195.0,1000,Chicken In Hot Garlic Sauce + Veg Fried Rice,Unknown,https://www.swiggy.com/restaurants/asean-on-the-edge-mg-road-ashok-nagar-bangalore-231617,1000
ASEAN - On The Edge, Malaysian,2.0904081250203226,4.3,Indiranagar,195.0,1000,Chicken In Hot Garlic Sauce + Veg Fried Rice,Unknown,https://www.swiggy.com/restaurants/asean-on-the-edge-mg-road-ashok-nagar-bangalore-231617,1000
ATH - All Things Healthy!,Healthy Food,-0.8022572277936724,4.3,Basaveshwara Nagar,207.0,1000,Dragon Chicken With Veg Fried Rice,Unknown,https://www.swiggy.com/restaurants/ath-all-things-healthy-doopanahalli-indiranagar-bangalore-414818,200
ATH - All Things Healthy!, Indian,-0.8022572277936724,4.3,Basaveshwara Nagar,207.0,1000,Dragon Chicken With Veg Fried Rice,Unknown,https://www.swiggy.com/restaurants/ath-all-things-healthy-doopanahalli-indiranagar-bangalore-414818,200
ATH - All Things Healthy!, Bakery,-0.8022572277936724,4.3,Basaveshwara Nagar,207.0,1000,Dragon Chicken With Veg Fried Rice,Unknown,https://www.swiggy.com/restaurants/ath-all-things-healthy-doopanahalli-indiranagar-bangalore-414818,200
ATH - All Things Healthy!, Snacks,-0.8022572277936724,4.3,Basaveshwara Nagar,207.0,1000,Dragon Chicken With Veg Fried Rice,Unknown,https://www.swiggy.com/restaurants/ath-all-things-healthy-doopanahalli-indiranagar-bangalore-414818,200
ATH - All Things Healthy!, North Indian,-0.8022572277936724,4.3,Basaveshwara Nagar,207.0,1000,Dragon Chicken With Veg Fried Rice,Unknown,https://www.swiggy.com/restaurants/ath-all-things-healthy-doopanahalli-indiranagar-bangalore-414818,200
ATH - All Things Healthy!, Keto,-0.8022572277936724,4.3,Basaveshwara Nagar,207.0,1000,Dragon Chicken With Veg Fried Rice,Unknown,https://www.swiggy.com/restaurants/ath-all-things-healthy-doopanahalli-indiranagar-bangalore-414818,200
ATH - All Things Healthy!,Healthy Food,-0.8022572277936724,4.3,Koramangala,158.0,100,Chole Bhature,Recommended (15),https://www.swiggy.com/restaurants/ath-all-things-healthy-doopanahalli-indiranagar-bangalore-414818,200
ATH - All Things Healthy!, Indian,-0.8022572277936724,4.3,Koramangala,158.0,100,Chole Bhature,Recommended (15),https://www.swiggy.com/restaurants/ath-all-things-healthy-doopanahalli-indiranagar-bangalore-414818,200
ATH - All Things Healthy!, Bakery,-0.8022572277936724,4.3,Koramangala,158.0,100,Chole Bhature,Recommended (15),https://www.swiggy.com/restaurants/ath-all-things-healthy-doopanahalli-indiranagar-bangalore-414818,200
ATH - All Things Healthy!, Snacks,-0.8022572277936724,4.3,Koramangala,158.0,100,Chole Bhature,Recommended (15),https://www.swiggy.com/restaurants/ath-all-things-healthy-doopanahalli-indiranagar-bangalore-414818,200
ATH - All Things Healthy!, North Indian,-0.8022572277936724,4.3,Koramangala,158.0,100,Chole Bhature,Recommended (15),https://www.swiggy.com/restaurants/ath-all-things-healthy-doopanahalli-indiranagar-bangalore-414818,200
ATH - All Things Healthy!, Keto,-0.8022572277936724,4.3,Koramangala,158.0,100,Chole Bhature,Recommended (15),https://www.swiggy.com/restaurants/ath-all-things-healthy-doopanahalli-indiranagar-bangalore-414818,200
Aalishan Restaurant & Caterer,Mughlai,-0.47683237560209796,4.2,Koramangala,134.0,10,Veg Thukpa,Unknown,https://www.swiggy.com/restaurants/aalishan-restaurant-and-caterer-7th-block-koramangala-bangalore-604,290
Aalishan Restaurant & Caterer, North Indian,-0.47683237560209796,4.2,Koramangala,134.0,10,Veg Thukpa,Unknown,https://www.swiggy.com/restaurants/aalishan-restaurant-and-caterer-7th-block-koramangala-bangalore-604,290
Aalishan Restaurant & Caterer,Mughlai,-0.47683237560209796,4.2,Koramangala,99.0,500,Bread Butter Jam,Recommended (13),https://www.swiggy.com/restaurants/aalishan-restaurant-and-caterer-7th-block-koramangala-bangalore-604,290
Aalishan Restaurant & Caterer, North Indian,-0.47683237560209796,4.2,Koramangala,99.0,500,Bread Butter Jam,Recommended (13),https://www.swiggy.com/restaurants/aalishan-restaurant-and-caterer-7th-block-koramangala-bangalore-604,290
Afghani Tandoori Hub,Biryani,-0.6214656432427976,3.4,Indiranagar,80.0,1000,Idli 2 pcs,Unknown,https://www.swiggy.com/restaurants/afghani-tandoori-hub-chocolate-factory-road-btm-layout-bangalore-495055,250
Afghani Tandoori Hub, Chinese,-0.6214656432427976,3.4,Indiranagar,80.0,1000,Idli 2 pcs,Unknown,https://www.swiggy.com/restaurants/afghani-tandoori-hub-chocolate-factory-road-btm-layout-bangalore-495055,250
Afghani Tandoori Hub, North Indian,-0.6214656432427976,3.4,Indiranagar,80.0,1000,Idli 2 pcs,Unknown,https://www.swiggy.com/restaurants/afghani-tandoori-hub-chocolate-factory-road-btm-layout-bangalore-495055,250
Afghani Tandoori Hub, Snacks,-0.6214656432427976,3.4,Indiranagar,80.0,1000,Idli 2 pcs,Unknown,https://www.swiggy.com/restaurants/afghani-tandoori-hub-chocolate-factory-road-btm-layout-bangalore-495055,250
Afghani Tandoori Hub,Biryani,-0.6214656432427976,3.4,R T Nagar,89.0,1000,Veg Tamer Pizza (personal Giant Slice (22.5 Cm)),Recommended (6),https://www.swiggy.com/restaurants/afghani-tandoori-hub-chocolate-factory-road-btm-layout-bangalore-495055,250
Afghani Tandoori Hub, Chinese,-0.6214656432427976,3.4,R T Nagar,89.0,1000,Veg Tamer Pizza (personal Giant Slice (22.5 Cm)),Recommended (6),https://www.swiggy.com/restaurants/afghani-tandoori-hub-chocolate-factory-road-btm-layout-bangalore-495055,250
Afghani Tandoori Hub, North Indian,-0.6214656432427976,3.4,R T Nagar,89.0,1000,Veg Tamer Pizza (personal Giant Slice (22.5 Cm)),Recommended (6),https://www.swiggy.com/restaurants/afghani-tandoori-hub-chocolate-factory-road-btm-layout-bangalore-495055,250
Afghani Tandoori Hub, Snacks,-0.6214656432427976,3.4,R T Nagar,89.0,1000,Veg Tamer Pizza (personal Giant Slice (22.5 Cm)),Recommended (6),https://www.swiggy.com/restaurants/afghani-tandoori-hub-chocolate-factory-road-btm-layout-bangalore-495055,250
Akss,Indian,1.0056586177150746,4.6,Indiranagar,149.0,100,Kshatriya Kabab,Recommended (9),https://www.swiggy.com/restaurants/akss-2nd-stage-indiranagar-bangalore-8355,700
Akss, North Indian,1.0056586177150746,4.6,Indiranagar,149.0,100,Kshatriya Kabab,Recommended (9),https://www.swiggy.com/restaurants/akss-2nd-stage-indiranagar-bangalore-8355,700
Akss, Sweets,1.0056586177150746,4.6,Indiranagar,149.0,100,Kshatriya Kabab,Recommended (9),https://www.swiggy.com/restaurants/akss-2nd-stage-indiranagar-bangalore-8355,700
Akss, Chaat,1.0056586177150746,4.6,Indiranagar,149.0,100,Kshatriya Kabab,Recommended (9),https://www.swiggy.com/restaurants/akss-2nd-stage-indiranagar-bangalore-8355,700
Akss, Snacks,1.0056586177150746,4.6,Indiranagar,149.0,100,Kshatriya Kabab,Recommended (9),https://www.swiggy.com/restaurants/akss-2nd-stage-indiranagar-bangalore-8355,700
Al Fillfilah Mandi Majlis,Arabian,-0.6214656432427976,4.2,Adugodi,240.0,20,Meal For 3 Non Veg Rice @ 699,Unknown,https://www.swiggy.com/restaurants/al-fillfilah-mandi-majlis-4th-t-block-jayanagar-bangalore-394898,250
Al Fillfilah Mandi Majlis,Arabian,-0.6214656432427976,4.2,Koramangala,110.0,500,Chilly Baby Corn,Recommended (6),https://www.swiggy.com/restaurants/al-fillfilah-mandi-majlis-4th-t-block-jayanagar-bangalore-394898,250
Al Taj,Chinese,-0.8022572277936724,3.6,Residency Road,99.2,50,Nuts For Nutella [Serves 4],Unknown,https://www.swiggy.com/restaurants/al-taj-5th-block-koramangala-bangalore-371381,200
Al Taj, Indian,-0.8022572277936724,3.6,Residency Road,99.2,50,Nuts For Nutella [Serves 4],Unknown,https://www.swiggy.com/restaurants/al-taj-5th-block-koramangala-bangalore-371381,200
Al Taj,Chinese,-0.8022572277936724,3.6,Cunningham Road,160.0,1000,Chapati,Recommended (6),https://www.swiggy.com/restaurants/al-taj-5th-block-koramangala-bangalore-371381,200
Al Taj, Indian,-0.8022572277936724,3.6,Cunningham Road,160.0,1000,Chapati,Recommended (6),https://www.swiggy.com/restaurants/al-taj-5th-block-koramangala-bangalore-371381,200
Al Zara Mandi Arabian Restaurant,Arabian,0.2824922795115758,4.2,Ashok Nagar,239.0,5000,Dal Tadka,Unknown,https://www.swiggy.com/restaurants/al-zara-mandi-arabian-restaurant-mm-road-frazer-town-bangalore-264863,500
Al Zara Mandi Arabian Restaurant, North Indian,0.2824922795115758,4.2,Ashok Nagar,239.0,5000,Dal Tadka,Unknown,https://www.swiggy.com/restaurants/al-zara-mandi-arabian-restaurant-mm-road-frazer-town-bangalore-264863,500
Al Zara Mandi Arabian Restaurant, Indian,0.2824922795115758,4.2,Ashok Nagar,239.0,5000,Dal Tadka,Unknown,https://www.swiggy.com/restaurants/al-zara-mandi-arabian-restaurant-mm-road-frazer-town-bangalore-264863,500
Al Zara Mandi Arabian Restaurant, Desserts,0.2824922795115758,4.2,Ashok Nagar,239.0,5000,Dal Tadka,Unknown,https://www.swiggy.com/restaurants/al-zara-mandi-arabian-restaurant-mm-road-frazer-town-bangalore-264863,500
Al-Bek,Arabian,0.2824922795115758,4.2,Vasanth Nagar,279.0,20,Veg Kolhapuri,Unknown,https://www.swiggy.com/restaurants/al-bek-sampige-road-malleshwaram-bangalore-252332,500
Al-Bek, Tandoor,0.2824922795115758,4.2,Vasanth Nagar,279.0,20,Veg Kolhapuri,Unknown,https://www.swiggy.com/restaurants/al-bek-sampige-road-malleshwaram-bangalore-252332,500
Al-Bek, Biryani,0.2824922795115758,4.2,Vasanth Nagar,279.0,20,Veg Kolhapuri,Unknown,https://www.swiggy.com/restaurants/al-bek-sampige-road-malleshwaram-bangalore-252332,500
Al-Bek,Arabian,0.2824922795115758,4.2,Indiranagar,79.0,100,Paneer Bhurji With Butter Paratha (3 Pcs),Unknown,https://www.swiggy.com/restaurants/al-bek-sampige-road-malleshwaram-bangalore-252332,500
